fuel_type,us_state,in_year,regulatory_id,fossil _consumption
Natural Gas,WY,2017,WY_WPSC,14523
Natural Gas,WY,2016,WY_WPSC,13759
Natural Gas,WY,2015,WY_WPSC,12661
Natural Gas,WY,2014,WY_WPSC,10635
Natural Gas,WY,2013,WY_WPSC,10300
Natural Gas,WY,2012,WY_WPSC,10767
Natural Gas,WY,2011,WY_WPSC,9429
Petroleum,WI,2021,WI_PSCW,522
Petroleum,WI,2020,WI_PSCW,58
Petroleum,WI,2019,WI_PSCW,128
Petroleum,WI,2018,WI_PSCW,90
Petroleum,WI,2017,WI_PSCW,79
Petroleum,WI,2016,WI_PSCW,81
Petroleum,WI,2015,WI_PSCW,75
Petroleum,WI,2014,WI_PSCW,168
Petroleum,WI,2013,WI_PSCW,83
Petroleum,WI,2012,WI_PSCW,109
Petroleum,WI,2011,WI_PSCW,92
Coal,WI,2021,WI_PSCW,15746
Coal,WI,2020,WI_PSCW,13688
Coal,WI,2019,WI_PSCW,15275
Coal,WI,2018,WI_PSCW,20117
Coal,WI,2017,WI_PSCW,21582
Coal,WI,2016,WI_PSCW,19647
Coal,WI,2015,WI_PSCW,22432
Coal,WI,2014,WI_PSCW,22255
Coal,WI,2013,WI_PSCW,24795
Coal,WI,2012,WI_PSCW,20389
Coal,WI,2011,WI_PSCW,24120
Natural Gas,WI,2021,WI_PSCW,171354
Natural Gas,WI,2020,WI_PSCW,181710
Natural Gas,WI,2019,WI_PSCW,169283
Natural Gas,WI,2018,WI_PSCW,149188
Natural Gas,WI,2017,WI_PSCW,124010
Natural Gas,WI,2016,WI_PSCW,133804
Natural Gas,WI,2015,WI_PSCW,111281
Natural Gas,WI,2014,WI_PSCW,71638
Natural Gas,WI,2013,WI_PSCW,70738
Natural Gas,WI,2012,WI_PSCW,96676
Natural Gas,WI,2011,WI_PSCW,54271
