fuel_type,us_state,in_year,regulatory_id,fossil _consumption
Natural Gas,NE,2015,NE_NPSC,4278
Natural Gas,NE,2014,NE_NPSC,4207
Natural Gas,NE,2013,NE_NPSC,4606
Natural Gas,NE,2012,NE_NPSC,8197
Natural Gas,NE,2011,NE_NPSC,5282
Petroleum,NH,2021,NH_NHPUC,175
Petroleum,NH,2020,NH_NHPUC,129
Petroleum,NH,2019,NH_NHPUC,121
Petroleum,NH,2018,NH_NHPUC,374
Petroleum,NH,2017,NH_NHPUC,237
Petroleum,NH,2016,NH_NHPUC,144
Petroleum,NH,2015,NH_NHPUC,370
Petroleum,NH,2014,NH_NHPUC,533
Petroleum,NH,2013,NH_NHPUC,265
Petroleum,NH,2012,NH_NHPUC,137
Petroleum,NH,2011,NH_NHPUC,241
Coal,NH,2021,NH_NHPUC,123
Coal,NH,2020,NH_NHPUC,58
Coal,NH,2019,NH_NHPUC,159
Coal,NH,2018,NH_NHPUC,294
Coal,NH,2017,NH_NHPUC,134
Coal,NH,2016,NH_NHPUC,194
Coal,NH,2015,NH_NHPUC,406
Coal,NH,2014,NH_NHPUC,544
Coal,NH,2013,NH_NHPUC,616
Coal,NH,2012,NH_NHPUC,520
Coal,NH,2011,NH_NHPUC,898
Natural Gas,NH,2021,NH_NHPUC,32606
Natural Gas,NH,2020,NH_NHPUC,26518
Natural Gas,NH,2019,NH_NHPUC,25948
Natural Gas,NH,2018,NH_NHPUC,22016
Natural Gas,NH,2017,NH_NHPUC,26454
Natural Gas,NH,2016,NH_NHPUC,34498
Natural Gas,NH,2015,NH_NHPUC,43304
Natural Gas,NH,2014,NH_NHPUC,31785
Natural Gas,NH,2013,NH_NHPUC,30199
Natural Gas,NH,2012,NH_NHPUC,50900
Natural Gas,NH,2011,NH_NHPUC,47148
Petroleum,NM,2021,NM_NMPRC,67
Petroleum,NM,2020,NM_NMPRC,67
Petroleum,NM,2019,NM_NMPRC,703
Petroleum,NM,2018,NM_NMPRC,42
Petroleum,NM,2017,NM_NMPRC,81
Petroleum,NM,2016,NM_NMPRC,101
Petroleum,NM,2015,NM_NMPRC,126
Petroleum,NM,2014,NM_NMPRC,124
Petroleum,NM,2013,NM_NMPRC,110
Petroleum,NM,2012,NM_NMPRC,88
Petroleum,NM,2011,NM_NMPRC,72
Coal,NM,2021,NM_NMPRC,7075
Coal,NM,2020,NM_NMPRC,7443
Coal,NM,2019,NM_NMPRC,8148
Coal,NM,2018,NM_NMPRC,7262
Coal,NM,2017,NM_NMPRC,10494
Coal,NM,2016,NM_NMPRC,10547
Coal,NM,2015,NM_NMPRC,11882
Coal,NM,2014,NM_NMPRC,11913
Coal,NM,2013,NM_NMPRC,14270
Coal,NM,2012,NM_NMPRC,14452
Coal,NM,2011,NM_NMPRC,15496
Natural Gas,NM,2021,NM_NMPRC,84067
Natural Gas,NM,2020,NM_NMPRC,101394
Natural Gas,NM,2019,NM_NMPRC,104706
Natural Gas,NM,2018,NM_NMPRC,99910
Natural Gas,NM,2017,NM_NMPRC,76807
Natural Gas,NM,2016,NM_NMPRC,82776
Natural Gas,NM,2015,NM_NMPRC,79729
Natural Gas,NM,2014,NM_NMPRC,78628
Natural Gas,NM,2013,NM_NMPRC,75833
Natural Gas,NM,2012,NM_NMPRC,75255
Natural Gas,NM,2011,NM_NMPRC,74772
Petroleum,NV,2021,NV_PUCN,16
Petroleum,NV,2020,NV_PUCN,13
Petroleum,NV,2019,NV_PUCN,25
Petroleum,NV,2018,NV_PUCN,21
Petroleum,NV,2017,NV_PUCN,19
Petroleum,NV,2016,NV_PUCN,22
Petroleum,NV,2015,NV_PUCN,31
Petroleum,NV,2014,NV_PUCN,29
Petroleum,NV,2013,NV_PUCN,35
Petroleum,NV,2012,NV_PUCN,41
Petroleum,NV,2011,NV_PUCN,28
Coal,NV,2021,NV_PUCN,1490
Coal,NV,2020,NV_PUCN,1105
Coal,NV,2019,NV_PUCN,1551
Coal,NV,2018,NV_PUCN,1412
Coal,NV,2017,NV_PUCN,1097
Coal,NV,2016,NV_PUCN,1192
Coal,NV,2015,NV_PUCN,1507
Coal,NV,2014,NV_PUCN,3446
Coal,NV,2013,NV_PUCN,2933
Coal,NV,2012,NV_PUCN,2258
Coal,NV,2011,NV_PUCN,2863
Natural Gas,NV,2021,NV_PUCN,199459
Natural Gas,NV,2020,NV_PUCN,206556
Natural Gas,NV,2019,NV_PUCN,196449
Natural Gas,NV,2018,NV_PUCN,203273
Natural Gas,NV,2017,NV_PUCN,199648
Natural Gas,NV,2016,NV_PUCN,219058
Natural Gas,NV,2015,NV_PUCN,212984
Natural Gas,NV,2014,NV_PUCN,169481
Natural Gas,NV,2013,NV_PUCN,184187
Natural Gas,NV,2012,NV_PUCN,192242
Natural Gas,NV,2011,NV_PUCN,164919
Petroleum,NY,2021,NY_NYSPSC,16
Petroleum,NY,2020,NY_NYSPSC,13
Petroleum,NY,2019,NY_NYSPSC,25
Petroleum,NY,2018,NY_NYSPSC,21
Petroleum,NY,2017,NY_NYSPSC,19
Petroleum,NY,2016,NY_NYSPSC,22
Petroleum,NY,2015,NY_NYSPSC,31
Petroleum,NY,2014,NY_NYSPSC,29
Petroleum,NY,2013,NY_NYSPSC,35
Petroleum,NY,2012,NY_NYSPSC,41
Petroleum,NY,2011,NY_NYSPSC,28
Coal,NY,2021,NY_NYSPSC,1490
Coal,NY,2020,NY_NYSPSC,1105
Coal,NY,2019,NY_NYSPSC,1551
Coal,NY,2018,NY_NYSPSC,1412
Coal,NY,2017,NY_NYSPSC,1097
Coal,NY,2016,NY_NYSPSC,1192
Coal,NY,2015,NY_NYSPSC,1507
Coal,NY,2014,NY_NYSPSC,3446
Coal,NY,2013,NY_NYSPSC,2933
Coal,NY,2012,NY_NYSPSC,2258
Coal,NY,2011,NY_NYSPSC,2863
Natural Gas,NY,2021,NY_NYSPSC,199459
Natural Gas,NY,2020,NY_NYSPSC,206556
Natural Gas,NY,2019,NY_NYSPSC,196449
Natural Gas,NY,2018,NY_NYSPSC,203273
Natural Gas,NY,2017,NY_NYSPSC,199648
Natural Gas,NY,2016,NY_NYSPSC,219058
Natural Gas,NY,2015,NY_NYSPSC,212984
Natural Gas,NY,2014,NY_NYSPSC,169481
Natural Gas,NY,2013,NY_NYSPSC,184187
Natural Gas,NY,2012,NY_NYSPSC,192242
Natural Gas,NY,2011,NY_NYSPSC,164919
Petroleum,OH,2021,MS_MPSC,329
Petroleum,OH,2020,MS_MPSC,237
Petroleum,OH,2019,MS_MPSC,333
Petroleum,OH,2018,MS_MPSC,469
Petroleum,OH,2017,MS_MPSC,391
Petroleum,OH,2016,MS_MPSC,445
Petroleum,OH,2015,MS_MPSC,447
Petroleum,OH,2014,MS_MPSC,620
Petroleum,OH,2013,MS_MPSC,479
Petroleum,OH,2012,MS_MPSC,536
Petroleum,OH,2011,MS_MPSC,595
Coal,OH,2021,MS_MPSC,19032
Coal,OH,2020,MS_MPSC,18782
Coal,OH,2019,MS_MPSC,19624
Coal,OH,2018,MS_MPSC,25150
Coal,OH,2017,MS_MPSC,28558
Coal,OH,2016,MS_MPSC,29266
Coal,OH,2015,MS_MPSC,30897
Coal,OH,2014,MS_MPSC,38848
Coal,OH,2013,MS_MPSC,41038
Coal,OH,2012,MS_MPSC,37589
Coal,OH,2011,MS_MPSC,48729
Natural Gas,OH,2021,MS_MPSC,19032
Natural Gas,OH,2020,MS_MPSC,406185
Natural Gas,OH,2019,MS_MPSC,390221
Natural Gas,OH,2018,MS_MPSC,378912
Natural Gas,OH,2017,MS_MPSC,336637
Natural Gas,OH,2016,MS_MPSC,220356
Natural Gas,OH,2015,MS_MPSC,221081
Natural Gas,OH,2014,MS_MPSC,213317
Natural Gas,OH,2013,MS_MPSC,178649
Natural Gas,OH,2012,MS_MPSC,178027
Natural Gas,OH,2011,MS_MPSC,97615
Petroleum,NJ,2021,NJ_NJBPU,83
Petroleum,NJ,2020,NJ_NJBPU,46
Petroleum,NJ,2019,NJ_NJBPU,138
Petroleum,NJ,2018,NJ_NJBPU,583
Petroleum,NJ,2017,NJ_NJBPU,156
Petroleum,NJ,2016,NJ_NJBPU,215
Petroleum,NJ,2015,NJ_NJBPU,569
Petroleum,NJ,2014,NJ_NJBPU,858
Petroleum,NJ,2013,NJ_NJBPU,208
Petroleum,NJ,2012,NJ_NJBPU,85
Petroleum,NJ,2011,NJ_NJBPU,250
Coal,NJ,2021,NJ_NJBPU,496
Coal,NJ,2020,NJ_NJBPU,473
Coal,NJ,2019,NJ_NJBPU,530
Coal,NJ,2018,NJ_NJBPU,648
Coal,NJ,2017,NJ_NJBPU,631
Coal,NJ,2016,NJ_NJBPU,667
Coal,NJ,2015,NJ_NJBPU,893
Coal,NJ,2014,NJ_NJBPU,1214
Coal,NJ,2013,NJ_NJBPU,1017
Coal,NJ,2012,NJ_NJBPU,1007
Coal,NJ,2011,NJ_NJBPU,1976
Natural Gas,NJ,2021,NJ_NJBPU,229459
Natural Gas,NJ,2020,NJ_NJBPU,235185
Natural Gas,NJ,2019,NJ_NJBPU,302618
Natural Gas,NJ,2018,NJ_NJBPU,294646
Natural Gas,NJ,2017,NJ_NJBPU,284017
Natural Gas,NJ,2016,NJ_NJBPU,335243
Natural Gas,NJ,2015,NJ_NJBPU,292443
Natural Gas,NJ,2014,NJ_NJBPU,258869
Natural Gas,NJ,2013,NJ_NJBPU,226472
Natural Gas,NJ,2012,NJ_NJBPU,236198
Natural Gas,NJ,2011,NJ_NJBPU,209508
Petroleum,OK,2021,OK_OCC,67
Petroleum,OK,2020,OK_OCC,52
Petroleum,OK,2019,OK_OCC,35
Petroleum,OK,2018,OK_OCC,33
Petroleum,OK,2017,OK_OCC,29
Petroleum,OK,2016,OK_OCC,32
Petroleum,OK,2015,OK_OCC,20
Petroleum,OK,2014,OK_OCC,23
Petroleum,OK,2013,OK_OCC,22
Petroleum,OK,2012,OK_OCC,22
Petroleum,OK,2011,OK_OCC,31
Coal,OK,2021,OK_OCC,7478
Coal,OK,2020,OK_OCC,4046
Coal,OK,2019,OK_OCC,5359
Coal,OK,2018,OK_OCC,9803
Coal,OK,2017,OK_OCC,11319
Coal,OK,2016,OK_OCC,12652
Coal,OK,2015,OK_OCC,16117
Coal,OK,2014,OK_OCC,19257
Coal,OK,2013,OK_OCC,19298
Coal,OK,2012,OK_OCC,18805
Coal,OK,2011,OK_OCC,21831
Natural Gas,OK,2021,OK_OCC,277378
Natural Gas,OK,2020,OK_OCC,359300
Natural Gas,OK,2019,OK_OCC,360656
Natural Gas,OK,2018,OK_OCC,337630
Natural Gas,OK,2017,OK_OCC,283786
Natural Gas,OK,2016,OK_OCC,283786
Natural Gas,OK,2015,OK_OCC,261598
Natural Gas,OK,2014,OK_OCC,252767
Natural Gas,OK,2013,OK_OCC,212678
Natural Gas,OK,2012,OK_OCC,323138
Natural Gas,OK,2011,OK_OCC,269376
Petroleum,OR,2021,OR_OR,1
Coal,OR,2019,OR_OR,1499
Coal,OR,2018,OR_OR,898
Coal,OR,2017,OR_OR,1031
Coal,OR,2016,OR_OR,1125
Coal,OR,2015,OR_OR,1401
Coal,OR,2014,OR_OR,1853
Coal,OR,2013,OR_OR,2183
Coal,OR,2012,OR_OR,1583
Coal,OR,2011,OR_OR,1985
Natural Gas,OR,2021,OR_OR,155113
Natural Gas,OR,2020,OR_OR,137819
Natural Gas,OR,2019,OR_OR,150441
Natural Gas,OR,2018,OR_OR,129181
Natural Gas,OR,2017,OR_OR,110855
Natural Gas,OR,2016,OR_OR,112715
Natural Gas,OR,2015,OR_OR,118536
Natural Gas,OR,2014,OR_OR,95216
Natural Gas,OR,2013,OR_OR,107169
Natural Gas,OR,2012,OR_OR,86848
Natural Gas,OR,2011,OR_OR,62911
Petroleum,PA,2021,PA_OPUC,287
Petroleum,PA,2020,PA_OPUC,216
Petroleum,PA,2019,PA_OPUC,435
Petroleum,PA,2018,PA_OPUC,1423
Petroleum,PA,2017,PA_OPUC,560
Petroleum,PA,2016,PA_OPUC,639
Petroleum,PA,2015,PA_OPUC,1115
Petroleum,PA,2014,PA_OPUC,1309
Petroleum,PA,2013,PA_OPUC,721
Petroleum,PA,2012,PA_OPUC,662
Petroleum,PA,2011,PA_OPUC,956
Coal,PA,2021,PA_OPUC,27733
Coal,PA,2020,PA_OPUC,20144
Coal,PA,2019,PA_OPUC,31588
Coal,PA,2018,PA_OPUC,38047
Coal,PA,2017,PA_OPUC,36854
Coal,PA,2016,PA_OPUC,37886
Coal,PA,2015,PA_OPUC,46195
Coal,PA,2014,PA_OPUC,54532
Coal,PA,2013,PA_OPUC,54934
Coal,PA,2012,PA_OPUC,51456
Coal,PA,2011,PA_OPUC,56897
Natural Gas,PA,2021,PA_OPUC,195724
Natural Gas,PA,2020,PA_OPUC,250328
Natural Gas,PA,2019,PA_OPUC,186479
Natural Gas,PA,2018,PA_OPUC,157138
Natural Gas,PA,2017,PA_OPUC,162302
Natural Gas,PA,2016,PA_OPUC,163883
Natural Gas,PA,2015,PA_OPUC,98549
Natural Gas,PA,2014,PA_OPUC,60113
Natural Gas,PA,2013,PA_OPUC,70844
Natural Gas,PA,2012,PA_OPUC,110909
Natural Gas,PA,2011,PA_OPUC,64595
Petroleum,RI,2021,RI_RIDPUC,34
Petroleum,RI,2020,RI_RIDPUC,12
Petroleum,RI,2019,RI_RIDPUC,32
Petroleum,RI,2018,RI_RIDPUC,130
Petroleum,RI,2017,RI_RIDPUC,98
Petroleum,RI,2016,RI_RIDPUC,61
Petroleum,RI,2015,RI_RIDPUC,166
Petroleum,RI,2014,RI_RIDPUC,125
Petroleum,RI,2013,RI_RIDPUC,440
Petroleum,RI,2012,RI_RIDPUC,33
Petroleum,RI,2011,RI_RIDPUC,41
Natural Gas,RI,2021,RI_RIDPUC,65086
Natural Gas,RI,2020,RI_RIDPUC,61546
Natural Gas,RI,2019,RI_RIDPUC,54583
Natural Gas,RI,2018,RI_RIDPUC,60295
Natural Gas,RI,2017,RI_RIDPUC,53832
Natural Gas,RI,2016,RI_RIDPUC,48393
Natural Gas,RI,2015,RI_RIDPUC,51290
Natural Gas,RI,2014,RI_RIDPUC,46005
Natural Gas,RI,2013,RI_RIDPUC,47550
Natural Gas,RI,2012,RI_RIDPUC,61821
Natural Gas,RI,2011,RI_RIDPUC,66089
Petroleum,SC,2021,MS_MPSC,208
Petroleum,SC,2020,MS_MPSC,168
Petroleum,SC,2019,MS_MPSC,189
Petroleum,SC,2018,MS_MPSC,683
Petroleum,SC,2017,MS_MPSC,239
Petroleum,SC,2016,MS_MPSC,292
Petroleum,SC,2015,MS_MPSC,454
Petroleum,SC,2014,MS_MPSC,549
Petroleum,SC,2013,MS_MPSC,261
Petroleum,SC,2012,MS_MPSC,264
Petroleum,SC,2011,MS_MPSC,261
Coal,SC,2021,MS_MPSC,6572
Coal,SC,2020,MS_MPSC,5583
Coal,SC,2019,MS_MPSC,6491
Coal,SC,2018,MS_MPSC,8305
Coal,SC,2017,MS_MPSC,7682
Coal,SC,2016,MS_MPSC,8809
Coal,SC,2015,MS_MPSC,9468
Coal,SC,2014,MS_MPSC,12077
Coal,SC,2013,MS_MPSC,10201
Coal,SC,2012,MS_MPSC,11883
Coal,SC,2011,MS_MPSC,14346
Natural Gas,SC,2021,MS_MPSC,183905
Natural Gas,SC,2020,MS_MPSC,189615
Natural Gas,SC,2019,MS_MPSC,188023
Natural Gas,SC,2018,MS_MPSC,178830
Natural Gas,SC,2017,MS_MPSC,140622
Natural Gas,SC,2016,MS_MPSC,137245
Natural Gas,SC,2015,MS_MPSC,138407
Natural Gas,SC,2014,MS_MPSC,88980
Natural Gas,SC,2013,MS_MPSC,96219
Natural Gas,SC,2012,MS_MPSC,118531
Natural Gas,SC,2011,MS_MPSC,100793
Petroleum,SD,2021,SD_SDPUC,85
Petroleum,SD,2020,SD_SDPUC,19
Petroleum,SD,2019,SD_SDPUC,34
Petroleum,SD,2018,SD_SDPUC,20
Petroleum,SD,2017,SD_SDPUC,15
Petroleum,SD,2016,SD_SDPUC,11
Petroleum,SD,2015,SD_SDPUC,38
Petroleum,SD,2014,SD_SDPUC,23
Petroleum,SD,2013,SD_SDPUC,21
Petroleum,SD,2012,SD_SDPUC,18
Petroleum,SD,2011,SD_SDPUC,21
Coal,SD,2021,SD_SDPUC,1092
Coal,SD,2020,SD_SDPUC,1130
Coal,SD,2019,SD_SDPUC,1690
Coal,SD,2018,SD_SDPUC,1493
Coal,SD,2017,SD_SDPUC,1355
Coal,SD,2016,SD_SDPUC,1403
Coal,SD,2015,SD_SDPUC,990
Coal,SD,2014,SD_SDPUC,1780
Coal,SD,2013,SD_SDPUC,1847
Coal,SD,2012,SD_SDPUC,1950
Coal,SD,2011,SD_SDPUC,1768
Natural Gas,SD,2021,SD_SDPUC,12970
Natural Gas,SD,2020,SD_SDPUC,9764
Natural Gas,SD,2019,SD_SDPUC,10049
Natural Gas,SD,2018,SD_SDPUC,9099
Natural Gas,SD,2017,SD_SDPUC,5713
Natural Gas,SD,2016,SD_SDPUC,7410
Natural Gas,SD,2015,SD_SDPUC,6128
Natural Gas,SD,2014,SD_SDPUC,3865
Natural Gas,SD,2013,SD_SDPUC,4071
Natural Gas,SD,2012,SD_SDPUC,2465
Natural Gas,SD,2011,SD_SDPUC,1589
Petroleum,TN,2021,TN_TPUC,273
Petroleum,TN,2020,TN_TPUC,226
Petroleum,TN,2019,TN_TPUC,286
Petroleum,TN,2018,TN_TPUC,240
Petroleum,TN,2017,TN_TPUC,258
Petroleum,TN,2016,TN_TPUC,252
Petroleum,TN,2015,TN_TPUC,274
Petroleum,TN,2014,TN_TPUC,371
Petroleum,TN,2013,TN_TPUC,261
Petroleum,TN,2012,TN_TPUC,298
Petroleum,TN,2011,TN_TPUC,382
Coal,TN,2021,TN_TPUC,9497
Coal,TN,2020,TN_TPUC,7406
Coal,TN,2019,TN_TPUC,10010
Coal,TN,2018,TN_TPUC,11199
Coal,TN,2017,TN_TPUC,15513
Coal,TN,2016,TN_TPUC,17052
Coal,TN,2015,TN_TPUC,16416
Coal,TN,2014,TN_TPUC,19576
Coal,TN,2013,TN_TPUC,18380
Coal,TN,2012,TN_TPUC,19165
Coal,TN,2011,TN_TPUC,21843
Natural Gas,TN,2021,TN_TPUC,136532
Natural Gas,TN,2020,TN_TPUC,142113
Natural Gas,TN,2019,TN_TPUC,152820
Natural Gas,TN,2018,TN_TPUC,127086
Natural Gas,TN,2017,TN_TPUC,96587
Natural Gas,TN,2016,TN_TPUC,103406
Natural Gas,TN,2015,TN_TPUC,81786
Natural Gas,TN,2014,TN_TPUC,51805
Natural Gas,TN,2013,TN_TPUC,41687
Natural Gas,TN,2012,TN_TPUC,67430
Natural Gas,TN,2011,TN_TPUC,30767
Petroleum,TX,2021,TX_PUCT,447
Petroleum,TX,2020,TX_PUCT,122
Petroleum,TX,2019,TX_PUCT,217
Petroleum,TX,2018,TX_PUCT,156
Petroleum,TX,2017,TX_PUCT,160
Petroleum,TX,2016,TX_PUCT,181
Petroleum,TX,2015,TX_PUCT,229
Petroleum,TX,2014,TX_PUCT,222
Petroleum,TX,2013,TX_PUCT,204
Petroleum,TX,2012,TX_PUCT,280
Petroleum,TX,2011,TX_PUCT,289
Coal,TX,2021,TX_PUCT,61762
Coal,TX,2020,TX_PUCT,56069
Coal,TX,2019,TX_PUCT,63311
Coal,TX,2018,TX_PUCT,75899
Coal,TX,2017,TX_PUCT,93488
Coal,TX,2016,TX_PUCT,86130
Coal,TX,2015,TX_PUCT,86779
Coal,TX,2014,TX_PUCT,101658
Coal,TX,2013,TX_PUCT,102487
Coal,TX,2012,TX_PUCT,97595
Coal,TX,2011,TX_PUCT,110426
Natural Gas,TX,2021,TX_PUCT,2095102
Natural Gas,TX,2020,TX_PUCT,2202618
Natural Gas,TX,2019,TX_PUCT,2248020
Natural Gas,TX,2018,TX_PUCT,2116200
Natural Gas,TX,2017,TX_PUCT,1823867
Natural Gas,TX,2016,TX_PUCT,1988039
Natural Gas,TX,2015,TX_PUCT,2085056
Natural Gas,TX,2014,TX_PUCT,1868590
Natural Gas,TX,2013,TX_PUCT,1879069
Natural Gas,TX,2012,TX_PUCT,1966847
Natural Gas,TX,2011,TX_PUCT,1898537
Petroleum,UT,2021,UT_UPSC,68
Petroleum,UT,2020,UT_UPSC,71
Petroleum,UT,2019,UT_UPSC,70
Petroleum,UT,2018,UT_UPSC,64
Petroleum,UT,2017,UT_UPSC,66
Petroleum,UT,2016,UT_UPSC,55
Petroleum,UT,2015,UT_UPSC,36
Petroleum,UT,2014,UT_UPSC,44
Petroleum,UT,2013,UT_UPSC,46
Petroleum,UT,2012,UT_UPSC,71
Petroleum,UT,2011,UT_UPSC,88
Coal,UT,2021,UT_UPSC,12274
Coal,UT,2020,UT_UPSC,10866
Coal,UT,2019,UT_UPSC,11891
Coal,UT,2018,UT_UPSC,12332
Coal,UT,2017,UT_UPSC,12545
Coal,UT,2016,UT_UPSC,12236
Coal,UT,2015,UT_UPSC,14819
Coal,UT,2014,UT_UPSC,15314
Coal,UT,2013,UT_UPSC,15798
Coal,UT,2012,UT_UPSC,14306
Coal,UT,2011,UT_UPSC,15243
Natural Gas,UT,2021,UT_UPSC,83531
Natural Gas,UT,2020,UT_UPSC,75660
Natural Gas,UT,2019,UT_UPSC,76608
Natural Gas,UT,2018,UT_UPSC,70609
Natural Gas,UT,2017,UT_UPSC,51506
Natural Gas,UT,2016,UT_UPSC,69731
Natural Gas,UT,2015,UT_UPSC,67486
Natural Gas,UT,2014,UT_UPSC,68518
Natural Gas,UT,2013,UT_UPSC,58829
Natural Gas,UT,2012,UT_UPSC,56854
Natural Gas,UT,2011,UT_UPSC,42202
Petroleum,VA,2021,VA_VSCC,915
Petroleum,VA,2020,VA_VSCC,674
Petroleum,VA,2019,VA_VSCC,666
Petroleum,VA,2018,VA_VSCC,1891
Petroleum,VA,2017,VA_VSCC,976
Petroleum,VA,2016,VA_VSCC,1013
Petroleum,VA,2015,VA_VSCC,1957
Petroleum,VA,2014,VA_VSCC,2173
Petroleum,VA,2013,VA_VSCC,677
Petroleum,VA,2012,VA_VSCC,774
Petroleum,VA,2011,VA_VSCC,1069
Coal,VA,2021,VA_VSCC,1673
Coal,VA,2020,VA_VSCC,1993
Coal,VA,2019,VA_VSCC,2210
Coal,VA,2018,VA_VSCC,5188
Coal,VA,2017,VA_VSCC,5595
Coal,VA,2016,VA_VSCC,8293
Coal,VA,2015,VA_VSCC,8502
Coal,VA,2014,VA_VSCC,10397
Coal,VA,2013,VA_VSCC,10946
Coal,VA,2012,VA_VSCC,7665
Coal,VA,2011,VA_VSCC,10103
Natural Gas,VA,2021,VA_VSCC,412024
Natural Gas,VA,2020,VA_VSCC,480285
Natural Gas,VA,2019,VA_VSCC,437326
Natural Gas,VA,2018,VA_VSCC,384455
Natural Gas,VA,2017,VA_VSCC,335948
Natural Gas,VA,2016,VA_VSCC,316504
Natural Gas,VA,2015,VA_VSCC,263255
Natural Gas,VA,2014,VA_VSCC,170139
Natural Gas,VA,2013,VA_VSCC,181342
Natural Gas,VA,2012,VA_VSCC,199128
Natural Gas,VA,2011,VA_VSCC,147910
Petroleum,VT,2021,VT_VPUC,11
Petroleum,VT,2020,VT_VPUC,6
Petroleum,VT,2019,VT_VPUC,4
Petroleum,VT,2018,VT_VPUC,12
Petroleum,VT,2017,VT_VPUC,25
Petroleum,VT,2016,VT_VPUC,16
Petroleum,VT,2015,VT_VPUC,20
Petroleum,VT,2014,VT_VPUC,26
Petroleum,VT,2013,VT_VPUC,27
Petroleum,VT,2012,VT_VPUC,22
Petroleum,VT,2011,VT_VPUC,46
Petroleum,WA,2021,WA_WUTC,239
Petroleum,WA,2020,WA_WUTC,146
Petroleum,WA,2019,WA_WUTC,144
Petroleum,WA,2018,WA_WUTC,132
Petroleum,WA,2017,WA_WUTC,122
Petroleum,WA,2016,WA_WUTC,148
Petroleum,WA,2015,WA_WUTC,161
Petroleum,WA,2014,WA_WUTC,155
Petroleum,WA,2013,WA_WUTC,208
Petroleum,WA,2012,WA_WUTC,222
Petroleum,WA,2011,WA_WUTC,368
Coal,WA,2021,WA_WUTC,2198
Coal,WA,2020,WA_WUTC,3558
Coal,WA,2019,WA_WUTC,4883
Coal,WA,2018,WA_WUTC,3702
Coal,WA,2017,WA_WUTC,3701
Coal,WA,2016,WA_WUTC,3171
Coal,WA,2015,WA_WUTC,3504
Coal,WA,2014,WA_WUTC,4593
Coal,WA,2013,WA_WUTC,4525
Coal,WA,2012,WA_WUTC,2603
Coal,WA,2011,WA_WUTC,3518
Natural Gas,WA,2021,WA_WUTC,128792
Natural Gas,WA,2020,WA_WUTC,110004
Natural Gas,WA,2019,WA_WUTC,120143
Natural Gas,WA,2018,WA_WUTC,82953
Natural Gas,WA,2017,WA_WUTC,88596
Natural Gas,WA,2016,WA_WUTC,88989
Natural Gas,WA,2015,WA_WUTC,101508
Natural Gas,WA,2014,WA_WUTC,88613
Natural Gas,WA,2013,WA_WUTC,93284
Natural Gas,WA,2012,WA_WUTC,48560
Natural Gas,WA,2011,WA_WUTC,43960
Petroleum,WV,2021,WV_WVPSC,303
Petroleum,WV,2020,WV_WVPSC,257
Petroleum,WV,2019,WV_WVPSC,230
Petroleum,WV,2018,WV_WVPSC,290
Petroleum,WV,2017,WV_WVPSC,208
Petroleum,WV,2016,WV_WVPSC,216
Petroleum,WV,2015,WV_WVPSC,247
Petroleum,WV,2014,WV_WVPSC,284
Petroleum,WV,2013,WV_WVPSC,270
Petroleum,WV,2012,WV_WVPSC,250
Petroleum,WV,2011,WV_WVPSC,327
Coal,WV,2021,WV_WVPSC,24250
Coal,WV,2020,WV_WVPSC,20590
Coal,WV,2019,WV_WVPSC,23897
Coal,WV,2018,WV_WVPSC,25811
Coal,WV,2017,WV_WVPSC,27988
Coal,WV,2016,WV_WVPSC,29663
Coal,WV,2015,WV_WVPSC,28675
Coal,WV,2014,WV_WVPSC,32356
Coal,WV,2013,WV_WVPSC,30523
Coal,WV,2012,WV_WVPSC,29985
Coal,WV,2011,WV_WVPSC,32411
Natural Gas,WV,2021,WV_WVPSC,26857
Natural Gas,WV,2020,WV_WVPSC,28739
Natural Gas,WV,2019,WV_WVPSC,23663
Natural Gas,WV,2018,WV_WVPSC,17165
Natural Gas,WV,2017,WV_WVPSC,18613
Natural Gas,WV,2016,WV_WVPSC,14459
Natural Gas,WV,2015,WV_WVPSC,13222
Natural Gas,WV,2014,WV_WVPSC,6713
Natural Gas,WV,2013,WV_WVPSC,2841
Natural Gas,WV,2012,WV_WVPSC,4054
Natural Gas,WV,2011,WV_WVPSC,3629
Petroleum,WY,2021,WY_WPSC,117
Petroleum,WY,2020,WY_WPSC,84
Petroleum,WY,2019,WY_WPSC,84
Petroleum,WY,2018,WY_WPSC,78
Petroleum,WY,2017,WY_WPSC,83
Petroleum,WY,2016,WY_WPSC,194
Petroleum,WY,2015,WY_WPSC,88
Petroleum,WY,2014,WY_WPSC,135
Petroleum,WY,2013,WY_WPSC,74
Petroleum,WY,2012,WY_WPSC,131
Petroleum,WY,2011,WY_WPSC,109
Coal,WY,2021,WY_WPSC,21040
Coal,WY,2020,WY_WPSC,21697
Coal,WY,2019,WY_WPSC,22747
Coal,WY,2018,WY_WPSC,25357
Coal,WY,2017,WY_WPSC,25730
Coal,WY,2016,WY_WPSC,25502
Coal,WY,2015,WY_WPSC,27393
Coal,WY,2014,WY_WPSC,27476
Coal,WY,2013,WY_WPSC,29144
Coal,WY,2012,WY_WPSC,27344
Coal,WY,2011,WY_WPSC,26266
Natural Gas,WY,2021,WY_WPSC,19373
Natural Gas,WY,2020,WY_WPSC,19646
Natural Gas,WY,2019,WY_WPSC,16547
Natural Gas,WY,2018,WY_WPSC,16234
